2024-07-23 15:21:27,859 ; PT3S                                                         ; DEBUG   ; dxAndMxHelperFcts.readDxAndMx: Start.
2024-07-23 15:22:03,929 ; PT3S                                                         ; DEBUG   ; Dx.__init__: table: PZON             V: V_PZON               constructed with        2 rows and  43 cols.
2024-07-23 15:22:03,934 ; PT3S                                                         ; DEBUG   ; Dx.__init__: table: RCON             V: V_RCON               constructed with        2 rows and  35 cols.
2024-07-23 15:22:03,943 ; PT3S                                                         ; DEBUG   ; Dx.__init__: table: RECT             V: V_RECT               constructed with        1 rows and  52 cols.
2024-07-23 15:22:03,946 ; PT3S                                                         ; DEBUG   ; Dx.__init__: table: REGP             V: V_REGP               constructed with        2 rows and  34 cols.
2024-07-23 15:22:03,950 ; PT3S                                                         ; DEBUG   ; Dx.__init__: table: ROHR_VRTX        V: V_ROHR_VRTX          constructed with        1 rows and  36 cols.
2024-07-23 15:22:03,966 ; PT3S                                                         ; DEBUG   ; Dx.__init__: table: RPFL             V: V_RPFL               constructed with        3 rows and  52 cols.
2024-07-23 15:22:03,971 ; PT3S                                                         ; DEBUG   ; Dx.__init__: table: RRCT             V: V_RRCT               constructed with        1 rows and  52 cols.
2024-07-23 15:22:03,975 ; PT3S                                                         ; DEBUG   ; Dx.__init__: table: SIRGRAF          V: V_SIRGRAF            constructed with        2 rows and  67 cols.
2024-07-23 15:22:03,978 ; PT3S                                                         ; DEBUG   ; Dx.__init__: table: SOKO             V: V_SOKO               constructed with       26 rows and  69 cols.
2024-07-23 15:22:03,981 ; PT3S                                                         ; DEBUG   ; Dx.__init__: table: SPLZ             V: V_SPLZ               constructed with        4 rows and  44 cols.
2024-07-23 15:22:03,985 ; PT3S                                                         ; DEBUG   ; Dx.__init__: table: STRASSE          V: V_STRASSE            constructed with       21 rows and  37 cols.
2024-07-23 15:22:03,986 ; PT3S                                                         ; DEBUG   ; Dx.__init__: table: SYSTEMKONFIG     V: V_SYSTEMKONFIG       constructed with        4 rows and   4 cols.
2024-07-23 15:22:03,989 ; PT3S                                                         ; DEBUG   ; Dx.__init__: table: TIMD             V: V_TIMD               constructed with        2 rows and  40 cols.
2024-07-23 15:22:03,993 ; PT3S                                                         ; DEBUG   ; Dx.__init__: table: TRVA             V: V_TRVA               constructed with        2 rows and  45 cols.
2024-07-23 15:22:03,996 ; PT3S                                                         ; DEBUG   ; Dx.__init__: table: UTMP             V: V_UTMP               constructed with        2 rows and  35 cols.
2024-07-23 15:22:03,999 ; PT3S                                                         ; DEBUG   ; Dx.__init__: table: VARA             V: V_VARA               constructed with        8 rows and  35 cols.
2024-07-23 15:22:04,007 ; PT3S                                                         ; DEBUG   ; Dx.__init__: table: VERB             V: V_VERB               constructed with        2 rows and  74 cols.
2024-07-23 15:22:04,013 ; PT3S                                                         ; DEBUG   ; Dx.__init__: table: VKNO             V: V_VKNO               constructed with        7 rows and  54 cols.
2024-07-23 15:22:04,016 ; PT3S                                                         ; DEBUG   ; Dx.__init__: table: VRCT             V: V_VRCT               constructed with        1 rows and  37 cols.
2024-07-23 15:22:04,020 ; PT3S                                                         ; DEBUG   ; Dx.__init__: table: WBLZ             V: V_WBLZ               constructed with        2 rows and  39 cols.
2024-07-23 15:22:04,023 ; PT3S                                                         ; DEBUG   ; Dx.__init__: expanding V_BVZ_ROHR with NAME_DTRO, DN, DI, DA, S, KT, PN, Am2, Vm3 ...
2024-07-23 15:22:04,037 ; PT3S                                                         ; DEBUG   ; Dx.__init__: V3_ROHR: expanding V_BVZ_ROHR with  NAME_LTGR, NAME_STRASSE, tk_i, NAME_i, tk_k, NAME_k ...
2024-07-23 15:22:04,045 ; PT3S                                                         ; DEBUG   ; Dx.__init__: V3_SWVT: expanding V_BVZ_SWVT ...
2024-07-23 15:22:04,075 ; PT3S                                                         ; DEBUG   ; Dx.__init__: V3_ROWT: combining ROWT_tables like V_BVZ_LFKT, V_BVZ_PVAR, ...
2024-07-23 15:22:04,099 ; PT3S                                                         ; DEBUG   ; Dx.__init__: V3_TFKT: ...
2024-07-23 15:22:04,104 ; PT3S                                                         ; DEBUG   ; Dx.__init__: V3_RSLW_SWVT: combining RSLW and SWVT ...
2024-07-23 15:22:04,135 ; PT3S                                                         ; DEBUG   ; Dx.__init__: V3_KNOT: expanding V_BVZ_KNOT with NAME_LFKT, NAME_PVAR, NAME_PZON,NAME_QVAR,NAME_UTMP,NAME_FSTF,NAME_FQPS ...
2024-07-23 15:22:04,159 ; PT3S                                                         ; DEBUG   ; Dx.__init__: V3_FWVB: expanding V_BVZ_FWVB with NAME_LFKT, NAME_ZEP1VL, NAME_ZEP1RL, NAME_TEVT, NAME_TRFT, tk_i, NAME_i, tk_k, NAME_k, ...
2024-07-23 15:22:04,179 ; PT3S                                                         ; DEBUG   ; Dx.__init__: V3_:ROHR,KNOT,FWVB: filterTemplateObjects ...
2024-07-23 15:22:04,184 ; PT3S                                                         ; DEBUG   ; Dx.__init__: V3_VBEL: ...
2024-07-23 15:22:04,218 ; PT3S                                                         ; DEBUG   ; Dx.__init__: FWES final in V3_VBEL-View (2,299) ...
2024-07-23 15:22:04,229 ; PT3S                                                         ; DEBUG   ; Dx.__init__: FWVB final in V3_VBEL-View (338,322) ...
2024-07-23 15:22:04,242 ; PT3S                                                         ; DEBUG   ; Dx.__init__: KLAP final in V3_VBEL-View (3,295) ...
2024-07-23 15:22:04,275 ; PT3S                                                         ; DEBUG   ; Dx.__init__: PGRP final in V3_VBEL-View (2,300) ...
2024-07-23 15:22:04,296 ; PT3S                                                         ; DEBUG   ; Dx.__init__: PUMP final in V3_VBEL-View (2,381) ...
2024-07-23 15:22:04,318 ; PT3S                                                         ; DEBUG   ; Dx.__init__: ROHR final in V3_VBEL-View (524,322) ...
2024-07-23 15:22:04,342 ; PT3S                                                         ; DEBUG   ; Dx.__init__: VENT final in V3_VBEL-View (12,308) ...
2024-07-23 15:22:04,633 ; PT3S                                                         ; DEBUG   ; Dx.__init__: V3_DPKT ...
2024-07-23 15:22:04,666 ; PT3S                                                         ; DEBUG   ; Dx.__init__: V3_RKNOT ...
2024-07-23 15:22:04,718 ; PT3S                                                         ; DEBUG   ; Dx.__init__: V3_RRUES ...
2024-07-23 15:22:04,778 ; PT3S                                                         ; DEBUG   ; Dx.__init__: V3_RVBEL: ...
2024-07-23 15:22:04,810 ; PT3S                                                         ; DEBUG   ; Dx.__init__: _Done.#########
2024-07-23 15:22:04,812 ; PT3S                                                         ; DEBUG   ; dxAndMxHelperFcts.readDxAndMx: detecting MX-Source for dx.dbFile (abspath) c:\users\wolters\3s\pt3s\Examples\DistrictHeating.db3 ...
2024-07-23 15:22:04,813 ; PT3S                                                         ; DEBUG   ; dxAndMxHelperFcts.readDxAndMx: wDir from dbFile: .\WDDistrictHeating
2024-07-23 15:22:04,813 ; PT3S                                                         ; DEBUG   ; dxAndMxHelperFcts.readDxAndMx: abspath of wDir from dbFile: c:\users\wolters\3s\pt3s\Examples\WDDistrictHeating
2024-07-23 15:22:04,814 ; PT3S                                                         ; DEBUG   ; dxAndMxHelperFcts.readDxAndMx: wDirMx from abspath of wDir from dbFile: c:\users\wolters\3s\pt3s\Examples\WDDistrictHeating\B1\V0\BZ1
2024-07-23 15:22:04,815 ; PT3S                                                         ; DEBUG   ; dxAndMxHelperFcts.readDxAndMx: mx1File: ..\Examples\WDDistrictHeating\B1\V0\BZ1\M-1-0-1.1.MX1
2024-07-23 15:22:04,815 ; PT3S                                                         ; DEBUG   ; dxAndMxHelperFcts.readDxAndMx: corresponding dbFileMxPkl-File: ..\Examples\DistrictHeating-mx-_Examples_WDDistrictHeating_B1_V0_BZ1_M_1_0_1_1_MX1.pkl
2024-07-23 15:22:04,816 ; PT3S                                                         ; INFO    ; dxAndMxHelperFcts.readDxAndMx: 
+..\Examples\DistrictHeating.db3 is newer than
+..\Examples\WDDistrictHeating\B1\V0\BZ1\M-1-0-1.1.MX1:
+SIR 3S' dbFile is newer than SIR 3S' mx1File
+in this case the results are maybe dated or (worse) incompatible to the model
2024-07-23 15:22:05,157 ; PT3S                                                         ; INFO    ; dxAndMxHelperFcts.readDxAndMx: running C:\\3S\Sir3s\SirCalc-90-14-02-10_Potsdam\SirCalc.exe ...
2024-07-23 15:22:11,920 ; PT3S                                                         ; DEBUG   ; Mx.__init__: Start.#########
2024-07-23 15:22:11,922 ; PT3S                                                         ; DEBUG   ; Mx._initWithMx1: Start.
2024-07-23 15:22:11,922 ; PT3S                                                         ; DEBUG   ; Mx._parseMx1: Start.
2024-07-23 15:22:11,938 ; PT3S                                                         ; DEBUG   ; Mx._parseMx1: mx1File: c:\users\wolters\3s\pt3s\Examples\WDDistrictHeating\B1\V0\BZ1\M-1-0-1.1.MX1 mx1Df read. Shape: (494, 22).
2024-07-23 15:22:11,944 ; PT3S                                                         ; DEBUG   ; Mx._parseMx1: mx1Df after some generated Columns: Shape: (494, 27).
2024-07-23 15:22:11,945 ; PT3S                                                         ; DEBUG   ; Mx._parseMx1: _Done.
2024-07-23 15:22:11,945 ; PT3S                                                         ; DEBUG   ; Mx._parseMx2: Start.
2024-07-23 15:22:11,954 ; PT3S                                                         ; DEBUG   ; Mx._parseMx2: _Done.
2024-07-23 15:22:11,954 ; PT3S                                                         ; DEBUG   ; Mx._buildMxRecordStructUnpackFmtString: Start.
2024-07-23 15:22:11,958 ; PT3S                                                         ; DEBUG   ; Mx._buildMxRecordStructUnpackFmtString: Bytes per MX-Record=155140. Bytes Unpacked=155140 (making up 100.00 Bytes-%).
2024-07-23 15:22:11,960 ; PT3S                                                         ; DEBUG   ; Mx._buildMxRecordStructUnpackFmtString: mx1Df after generated Column: Shape: (494, 28).
2024-07-23 15:22:11,960 ; PT3S                                                         ; DEBUG   ; Mx._buildMxRecordStructUnpackFmtString: _Done.
2024-07-23 15:22:11,960 ; PT3S                                                         ; DEBUG   ; Mx._buildMxRecordStructUnpackFmtStringPost: Start.
2024-07-23 15:22:11,980 ; PT3S                                                         ; DEBUG   ; Mx._buildMxRecordStructUnpackFmtStringPost: _Done.
2024-07-23 15:22:11,980 ; PT3S                                                         ; DEBUG   ; Mx._initWithMx1: _Done.
2024-07-23 15:22:11,981 ; PT3S                                                         ; DEBUG   ; Mx.__init__: mxsFile c:\users\wolters\3s\pt3s\Examples\WDDistrictHeating\B1\V0\BZ1\M-1-0-1.1.MXS exists _and is newer than mx1File c:\users\wolters\3s\pt3s\Examples\WDDistrictHeating\B1\V0\BZ1\M-1-0-1.1.MX1 _and NoMxsRead False:
2024-07-23 15:22:11,981 ; PT3S                                                         ; DEBUG   ; Mx.__init__: mxsFile is read.
2024-07-23 15:22:11,981 ; PT3S                                                         ; DEBUG   ; Mx.setResultsToMxsFile: Start.
2024-07-23 15:22:11,981 ; PT3S                                                         ; DEBUG   ; Mx.setResultsToMxsFile: Mxs: Implicit specified.
2024-07-23 15:22:11,981 ; PT3S                                                         ; DEBUG   ; Mx._handleMxsVecsFileDeletion: Start.
2024-07-23 15:22:11,982 ; PT3S                                                         ; DEBUG   ; Mx._handleMxsVecsFileDeletion: Delete H5Dump because Mxs c:\users\wolters\3s\pt3s\Examples\WDDistrictHeating\B1\V0\BZ1\M-1-0-1.1.MXS To Read is newer than H5Dump c:\users\wolters\3s\pt3s\Examples\WDDistrictHeating\B1\V0\BZ1\M-1-0-1.1.vec.h5 ...
2024-07-23 15:22:11,982 ; PT3S                                                         ; DEBUG   ; Mx._handleMxsVecsFileDeletion: _Done.
2024-07-23 15:22:11,987 ; PT3S                                                         ; DEBUG   ; Mx.setResultsToMxsFile: Mxs: c:\users\wolters\3s\pt3s\Examples\WDDistrictHeating\B1\V0\BZ1\M-1-0-1.1.MXS opening ...
2024-07-23 15:22:11,993 ; PT3S                                                         ; INFO    ; Mx.setResultsToMxsFile: Mxs: ..\Examples\WDDistrictHeating\B1\V0\BZ1\M-1-0-1.1.MXS reading ...
2024-07-23 15:22:11,993 ; PT3S                                                         ; DEBUG   ; Mx._readMxsFile: Start.
2024-07-23 15:22:11,994 ; PT3S                                                         ; DEBUG   ; Mx._readMxsFileSingleRecord: CVERSO: SIR 3S 90-14-02-10 3S Consult, 30827 Garbsen - 23.07.2024 15:22 - M-1-0-1       .
2024-07-23 15:22:12,128 ; PT3S                                                         ; DEBUG   ; Mx._processToDfVecAggs: cSNAPSHOTTYPE STAT     processed to (empty) dfVecAggs with TIMESTAMPL: 2023-02-12 23:00:00+00:00
2024-07-23 15:22:12,129 ; PT3S                                                         ; DEBUG   ; Mx._readMxsFile: TimeNr.      1 read and processed finally=2023-02-12 23:00:00.000000+0000 Values (without TIMESTAMP): 329 - Actual SNAPSHOTTYPE: STAT. - H5Dump: YES: key=/                   0 not in keys.
2024-07-23 15:22:12,250 ; PT3S                                                         ; DEBUG   ; Mx._processToDfVecAggs: cSNAPSHOTTYPE TIME     processed to         dfVecAggs with TIMESTAMPL: 2023-02-12 23:00:00+00:00
2024-07-23 15:22:12,252 ; PT3S                                                         ; DEBUG   ; Mx._readMxsFile: TimeNr.      2 read and processed finally=2023-02-12 23:00:00.000000+0000 Values (without TIMESTAMP): 329 - Actual SNAPSHOTTYPE: TIME. - H5Dump: YES: key=/                   0 not in keys - Nr.      1.
2024-07-23 15:22:12,254 ; PT3S                                                         ; DEBUG   ; Mx._readMxsFile: TimeNr.      3 read and processed finally=2023-02-13 00:00:00.000000+0000 Values (without TIMESTAMP): 329 - Actual SNAPSHOTTYPE: TIME. - H5Dump: YES: key=/             3600000 not in keys.
2024-07-23 15:22:12,257 ; PT3S                                                         ; DEBUG   ; Mx._readMxsFile: TimeNr.      4 read and processed finally=2023-02-13 01:00:00.000000+0000 Values (without TIMESTAMP): 329 - Actual SNAPSHOTTYPE: TIME. - H5Dump: YES: key=/             7200000 not in keys.
2024-07-23 15:22:12,260 ; PT3S                                                         ; DEBUG   ; Mx._readMxsFile: TimeNr.      5 read and processed finally=2023-02-13 02:00:00.000000+0000 Values (without TIMESTAMP): 329 - Actual SNAPSHOTTYPE: TIME. - H5Dump: YES: key=/            10800000 not in keys.
2024-07-23 15:22:12,265 ; PT3S                                                         ; DEBUG   ; Mx._readMxsFile: TimeNr.      6 read and processed finally=2023-02-13 03:00:00.000000+0000 Values (without TIMESTAMP): 329 - Actual SNAPSHOTTYPE: TIME. - H5Dump: YES: key=/            14400000 not in keys.
2024-07-23 15:22:12,268 ; PT3S                                                         ; DEBUG   ; Mx._readMxsFile: TimeNr.      7 read and processed finally=2023-02-13 04:00:00.000000+0000 Values (without TIMESTAMP): 329 - Actual SNAPSHOTTYPE: TIME. - H5Dump: YES: key=/            18000000 not in keys.
2024-07-23 15:22:12,272 ; PT3S                                                         ; DEBUG   ; Mx._readMxsFile: TimeNr.      8 read and processed finally=2023-02-13 05:00:00.000000+0000 Values (without TIMESTAMP): 329 - Actual SNAPSHOTTYPE: TIME. - H5Dump: YES: key=/            21600000 not in keys.
2024-07-23 15:22:12,276 ; PT3S                                                         ; DEBUG   ; Mx._readMxsFile: TimeNr.      9 read and processed finally=2023-02-13 06:00:00.000000+0000 Values (without TIMESTAMP): 329 - Actual SNAPSHOTTYPE: TIME. - H5Dump: YES: key=/            25200000 not in keys.
2024-07-23 15:22:12,280 ; PT3S                                                         ; DEBUG   ; Mx._readMxsFile: TimeNr.     10 read and processed finally=2023-02-13 07:00:00.000000+0000 Values (without TIMESTAMP): 329 - Actual SNAPSHOTTYPE: TIME. - H5Dump: YES: key=/            28800000 not in keys.
2024-07-23 15:22:12,284 ; PT3S                                                         ; DEBUG   ; Mx._readMxsFile: TimeNr.     11 read and processed finally=2023-02-13 08:00:00.000000+0000 Values (without TIMESTAMP): 329 - Actual SNAPSHOTTYPE: TIME. - H5Dump: YES: key=/            32400000 not in keys.
2024-07-23 15:22:12,286 ; PT3S                                                         ; DEBUG   ; Mx._readMxsFile: TimeNr.     12 read and processed finally=2023-02-13 09:00:00.000000+0000 Values (without TIMESTAMP): 329 - Actual SNAPSHOTTYPE: TIME. - H5Dump: YES: key=/            36000000 not in keys.
2024-07-23 15:22:12,288 ; PT3S                                                         ; DEBUG   ; Mx._readMxsFile: TimeNr.     13 read and processed finally=2023-02-13 10:00:00.000000+0000 Values (without TIMESTAMP): 329 - Actual SNAPSHOTTYPE: TIME. - H5Dump: YES: key=/            39600000 not in keys.
2024-07-23 15:22:12,291 ; PT3S                                                         ; DEBUG   ; Mx._readMxsFile: TimeNr.     14 read and processed finally=2023-02-13 11:00:00.000000+0000 Values (without TIMESTAMP): 329 - Actual SNAPSHOTTYPE: TIME. - H5Dump: YES: key=/            43200000 not in keys.
2024-07-23 15:22:12,294 ; PT3S                                                         ; DEBUG   ; Mx._readMxsFile: TimeNr.     15 read and processed finally=2023-02-13 12:00:00.000000+0000 Values (without TIMESTAMP): 329 - Actual SNAPSHOTTYPE: TIME. - H5Dump: YES: key=/            46800000 not in keys.
2024-07-23 15:22:12,300 ; PT3S                                                         ; DEBUG   ; Mx._readMxsFile: TimeNr.     16 read and processed finally=2023-02-13 13:00:00.000000+0000 Values (without TIMESTAMP): 329 - Actual SNAPSHOTTYPE: TIME. - H5Dump: YES: key=/            50400000 not in keys.
2024-07-23 15:22:12,305 ; PT3S                                                         ; DEBUG   ; Mx._readMxsFile: TimeNr.     17 read and processed finally=2023-02-13 14:00:00.000000+0000 Values (without TIMESTAMP): 329 - Actual SNAPSHOTTYPE: TIME. - H5Dump: YES: key=/            54000000 not in keys.
2024-07-23 15:22:12,308 ; PT3S                                                         ; DEBUG   ; Mx._readMxsFile: TimeNr.     18 read and processed finally=2023-02-13 15:00:00.000000+0000 Values (without TIMESTAMP): 329 - Actual SNAPSHOTTYPE: TIME. - H5Dump: YES: key=/            57600000 not in keys.
2024-07-23 15:22:12,311 ; PT3S                                                         ; DEBUG   ; Mx._readMxsFile: TimeNr.     19 read and processed finally=2023-02-13 16:00:00.000000+0000 Values (without TIMESTAMP): 329 - Actual SNAPSHOTTYPE: TIME. - H5Dump: YES: key=/            61200000 not in keys.
2024-07-23 15:22:12,314 ; PT3S                                                         ; DEBUG   ; Mx._readMxsFile: TimeNr.     20 read and processed finally=2023-02-13 17:00:00.000000+0000 Values (without TIMESTAMP): 329 - Actual SNAPSHOTTYPE: TIME. - H5Dump: YES: key=/            64800000 not in keys.
2024-07-23 15:22:12,319 ; PT3S                                                         ; DEBUG   ; Mx._readMxsFile: TimeNr.     21 read and processed finally=2023-02-13 18:00:00.000000+0000 Values (without TIMESTAMP): 329 - Actual SNAPSHOTTYPE: TIME. - H5Dump: YES: key=/            68400000 not in keys.
2024-07-23 15:22:12,322 ; PT3S                                                         ; DEBUG   ; Mx._readMxsFile: TimeNr.     22 read and processed finally=2023-02-13 19:00:00.000000+0000 Values (without TIMESTAMP): 329 - Actual SNAPSHOTTYPE: TIME. - H5Dump: YES: key=/            72000000 not in keys.
2024-07-23 15:22:12,327 ; PT3S                                                         ; DEBUG   ; Mx._readMxsFile: TimeNr.     23 read and processed finally=2023-02-13 20:00:00.000000+0000 Values (without TIMESTAMP): 329 - Actual SNAPSHOTTYPE: TIME. - H5Dump: YES: key=/            75600000 not in keys.
2024-07-23 15:22:12,332 ; PT3S                                                         ; DEBUG   ; Mx._readMxsFile: TimeNr.     24 read and processed finally=2023-02-13 21:00:00.000000+0000 Values (without TIMESTAMP): 329 - Actual SNAPSHOTTYPE: TIME. - H5Dump: YES: key=/            79200000 not in keys.
2024-07-23 15:22:12,336 ; PT3S                                                         ; DEBUG   ; Mx._readMxsFile: TimeNr.     25 read and processed finally=2023-02-13 22:00:00.000000+0000 Values (without TIMESTAMP): 329 - Actual SNAPSHOTTYPE: TIME. - H5Dump: YES: key=/            82800000 not in keys.
2024-07-23 15:22:12,341 ; PT3S                                                         ; DEBUG   ; Mx._readMxsFile: TimeNr.     26 read and processed finally=2023-02-13 23:00:00.000000+0000 Values (without TIMESTAMP): 329 - Actual SNAPSHOTTYPE: TIME. - H5Dump: YES: key=/            86400000 not in keys.
2024-07-23 15:22:12,483 ; PT3S                                                         ; DEBUG   ; Mx._processToDfVecAggs: cSNAPSHOTTYPE TMIN     processed to         dfVecAggs with TIMESTAMPL: 2023-02-12 23:00:00+00:00
2024-07-23 15:22:12,484 ; PT3S                                                         ; DEBUG   ; Mx._readMxsFile: TimeNr.     27 read and processed finally=2023-02-13 23:00:00.000000+0000 Values (without TIMESTAMP): 329 - Actual SNAPSHOTTYPE: TMIN. - H5Dump: YES: key=/            86400000 not in keys.
2024-07-23 15:22:12,613 ; PT3S                                                         ; DEBUG   ; Mx._processToDfVecAggs: cSNAPSHOTTYPE TMAX     processed to         dfVecAggs with TIMESTAMPL: 2023-02-12 23:00:00+00:00
2024-07-23 15:22:12,615 ; PT3S                                                         ; DEBUG   ; Mx._readMxsFile: TimeNr.     28 read and processed finally=2023-02-13 23:00:00.000000+0000 Values (without TIMESTAMP): 329 - Actual SNAPSHOTTYPE: TMAX. - H5Dump: YES: key=/            86400000 not in keys.
2024-07-23 15:22:12,615 ; PT3S                                                         ; DEBUG   ; Mx._readMxsFile: File finished: Records read=28. Last Time read=2023-02-13 23:00:00.000000+0000. MB read=0004.34.
2024-07-23 15:22:12,624 ; PT3S                                                         ; DEBUG   ; Mx._readMxsFile: df.shape(): (28, 329).
2024-07-23 15:22:12,624 ; PT3S                                                         ; DEBUG   ; Mx._readMxsFile: _Done.
2024-07-23 15:22:12,627 ; PT3S                                                         ; DEBUG   ; Mx.setResultsToMxsFile: Mxs: c:\users\wolters\3s\pt3s\Examples\WDDistrictHeating\B1\V0\BZ1\M-1-0-1.1.MXS: NOT unique TIMESTAMPS: Their dfMxs Shape: (3, 329).
2024-07-23 15:22:12,627 ; PT3S                                                         ; DEBUG   ; Mx.setResultsToMxsFile: Mxs: c:\users\wolters\3s\pt3s\Examples\WDDistrictHeating\B1\V0\BZ1\M-1-0-1.1.MXS: Assigned.     df Shape: (25, 329).
2024-07-23 15:22:12,627 ; PT3S                                                         ; DEBUG   ; Mx.setResultsToMxsFile: RESULT after c:\users\wolters\3s\pt3s\Examples\WDDistrictHeating\B1\V0\BZ1\M-1-0-1.1.MXS: df Shape: (25, 329) First Time: 2023-02-12 23:00:00+00:00 Last Time: 2023-02-13 23:00:00+00:00.
2024-07-23 15:22:12,638 ; PT3S                                                         ; DEBUG   ; Mx.setResultsToMxsFile: _Done.
2024-07-23 15:22:12,639 ; PT3S                                                         ; DEBUG   ; Mx.__init__: _Done.#########
2024-07-23 15:22:12,639 ; PT3S                                                         ; DEBUG   ; dxAndMxHelperFcts.readDxAndMx: MX read ok so far.
2024-07-23 15:22:12,639 ; PT3S                                                         ; DEBUG   ; dxWithMx.__init__: Start.
2024-07-23 15:22:12,639 ; PT3S                                                         ; DEBUG   ; dxDecodeObjsData.Layr: Start.
2024-07-23 15:22:13,000 ; PT3S                                                         ; DEBUG   ; dxDecodeObjsData.Layr: _Done.
2024-07-23 15:22:13,004 ; PT3S                                                         ; DEBUG   ; dxDecodeObjsData.Wblz: Start.
2024-07-23 15:22:13,007 ; PT3S                                                         ; DEBUG   ; dxDecodeObjsData.Wblz: no WBLZs available ...
2024-07-23 15:22:13,007 ; PT3S                                                         ; DEBUG   ; dxDecodeObjsData.Wblz: _Done.
2024-07-23 15:22:13,007 ; PT3S                                                         ; DEBUG   ; dxDecodeObjsData.Agsn: Start.
2024-07-23 15:22:13,391 ; PT3S                                                         ; DEBUG   ; dxDecodeObjsData.Agsn: _Done.
2024-07-23 15:22:13,392 ; PT3S                                                         ; INFO    ; dxWithMx.__init__: DistrictHeating: processing dx and mx ...
2024-07-23 15:22:13,392 ; PT3S                                                         ; DEBUG   ; Dx.MxSync: Start.
2024-07-23 15:22:13,432 ; PT3S                                                         ; DEBUG   ; Dx.MxSync: _Done.
2024-07-23 15:22:13,434 ; PT3S                                                         ; DEBUG   ; Dx.MxAdd: Start.
2024-07-23 15:22:13,486 ; PT3S                                                         ; DEBUG   ; Mx.getVecAggsResultsForAttributeType: Start.
2024-07-23 15:22:13,487 ; PT3S                                                         ; DEBUG   ; Mx.getVecAggsResultsForAttributeType: Sir3sIDsMatching: ['FWES~*~*~*~QM', 'FWVB~*~*~*~QM', 'KLAP~*~*~*~QM', 'KNOT~*~*~*~QM', 'PGRP~*~*~*~QM', 'PUMP~*~*~*~QM', 'ROHR~*~*~*~QMAV', 'VENT~*~*~*~QM']
2024-07-23 15:22:13,487 ; PT3S                                                         ; DEBUG   ; Mx.getVecAggsResultsForAttributeType: choosen Name of 'common' ATTR: QM.
2024-07-23 15:22:13,520 ; PT3S                                                         ; DEBUG   ; Mx.getVecAggsResultsForAttributeType: _Done.
2024-07-23 15:22:13,564 ; PT3S                                                         ; DEBUG   ; Dx.MxAdd: _Done.
2024-07-23 15:22:13,565 ; PT3S                                                         ; DEBUG   ; dxWithMx.__init__: Constructing of V3_VBEL['QM'] ok so far.
2024-07-23 15:22:13,567 ; PT3S                                                         ; DEBUG   ; dxWithMx.__init__: Constructing of V3_VBEL['PH_i'] ok so far.
2024-07-23 15:22:13,567 ; PT3S                                                         ; DEBUG   ; dxWithMx.__init__: Constructing of V3_VBEL['PH_k'] ok so far.
2024-07-23 15:22:13,567 ; PT3S                                                         ; DEBUG   ; dxWithMx.__init__: Constructing of V3_VBEL['T_i'] ok so far.
2024-07-23 15:22:13,567 ; PT3S                                                         ; DEBUG   ; dxWithMx.__init__: Constructing of V3_VBEL['T_k'] ok so far.
2024-07-23 15:22:13,576 ; PT3S                                                         ; DEBUG   ; dxWithMx.__init__: Constructing of V3_ROHR['QMAVAbs'] ok so far.
2024-07-23 15:22:13,586 ; PT3S                                                         ; DEBUG   ; dxWithMx.__init__: Constructing of V3_ROHR['VAVAbs'] ok so far.
2024-07-23 15:22:13,595 ; PT3S                                                         ; DEBUG   ; dxWithMx.__init__: Constructing of V3_ROHR['PHRAbs'] ok so far.
2024-07-23 15:22:13,604 ; PT3S                                                         ; DEBUG   ; dxWithMx.__init__: Constructing of V3_ROHR['JVAbs'] ok so far.
2024-07-23 15:22:13,605 ; PT3S                                                         ; DEBUG   ; dxWithMx.__init__: Constructing of V3_FWVB['W'] ok so far.
2024-07-23 15:22:13,605 ; PT3S                                                         ; DEBUG   ; dxWithMx.__init__: Constructing of V3_FWVB['QM'] ok so far.
2024-07-23 15:22:13,606 ; PT3S                                                         ; DEBUG   ; dxWithMx.__init__: Constructing of V3_FWVB['TI'] ok so far.
2024-07-23 15:22:13,606 ; PT3S                                                         ; DEBUG   ; dxWithMx.__init__: Constructing of V3_FWVB['TK'] ok so far.
2024-07-23 15:22:13,612 ; PT3S                                                         ; DEBUG   ; dxWithMx.__init__: Adding MX-Results to V3_WBLZ ok so far.
2024-07-23 15:22:13,612 ; PT3S                                                         ; DEBUG   ; dxWithMx.__init__: crs reading successful:  EPSG:25832
2024-07-23 15:22:13,645 ; PT3S                                                         ; DEBUG   ; dxWithMx.__init__: Constructing of gdf_FWVB and gdf_ROHR ok so far.
2024-07-23 15:22:13,850 ; PT3S                                                         ; DEBUG   ; dxWithMx.__init__: Constructing NetworkX Graph G ok so far.
2024-07-23 15:22:13,853 ; PT3S                                                         ; DEBUG   ; dxWithMx.__init__: Constructing NetworkX Graph G nodeposDctNx ok so far.
2024-07-23 15:22:13,865 ; PT3S                                                         ; DEBUG   ; dxWithMx.__init__: Constructing NetworkX Graph GSig ok so far.
2024-07-23 15:22:15,226 ; PT3S                                                         ; DEBUG   ; dxWithMx.__init__: Constructing V3_AGSN ok so far.
2024-07-23 15:22:15,227 ; PT3S                                                         ; DEBUG   ; dxWithMx.__init__: _Done.
2024-07-23 15:22:15,228 ; PT3S                                                         ; DEBUG   ; dxAndMxHelperFcts.readDxAndMx: _Done.
dxAndMxHelperFcts.readDxAndMx: _Done.
