2025-05-09 13:46:42,461 ; PT3S                                                         ; DEBUG   ; dxAndMxHelperFcts.readDxAndMx: Start.
2025-05-09 13:46:55,726 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('STAT', 'KNOT~*~*~*~DPH', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,726 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TIME', 'KNOT~*~*~*~DPH', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,726 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TMIN', 'KNOT~*~*~*~DPH', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,726 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TMAX', 'KNOT~*~*~*~DPH', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('STAT', 'KNOT~*~*~*~H', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TIME', 'KNOT~*~*~*~H', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TMIN', 'KNOT~*~*~*~H', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TMAX', 'KNOT~*~*~*~H', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('STAT', 'KNOT~*~*~*~HMAX_INST', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TIME', 'KNOT~*~*~*~HMAX_INST', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TMIN', 'KNOT~*~*~*~HMAX_INST', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TMAX', 'KNOT~*~*~*~HMAX_INST', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('STAT', 'KNOT~*~*~*~HMIN_INST', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TIME', 'KNOT~*~*~*~HMIN_INST', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TMIN', 'KNOT~*~*~*~HMIN_INST', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TMAX', 'KNOT~*~*~*~HMIN_INST', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('STAT', 'KNOT~*~*~*~IAKTIV', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TIME', 'KNOT~*~*~*~IAKTIV', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TMIN', 'KNOT~*~*~*~IAKTIV', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TMAX', 'KNOT~*~*~*~IAKTIV', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('STAT', 'KNOT~*~*~*~LFAKTAKT', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TIME', 'KNOT~*~*~*~LFAKTAKT', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TMIN', 'KNOT~*~*~*~LFAKTAKT', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TMAX', 'KNOT~*~*~*~LFAKTAKT', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('STAT', 'KNOT~*~*~*~P', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TIME', 'KNOT~*~*~*~P', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TMIN', 'KNOT~*~*~*~P', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TMAX', 'KNOT~*~*~*~P', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('STAT', 'KNOT~*~*~*~PDAMPF', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TIME', 'KNOT~*~*~*~PDAMPF', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TMIN', 'KNOT~*~*~*~PDAMPF', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TMAX', 'KNOT~*~*~*~PDAMPF', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('STAT', 'KNOT~*~*~*~PH', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TIME', 'KNOT~*~*~*~PH', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TMIN', 'KNOT~*~*~*~PH', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TMAX', 'KNOT~*~*~*~PH', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('STAT', 'KNOT~*~*~*~PHMINMAXDIF', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TIME', 'KNOT~*~*~*~PHMINMAXDIF', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TMIN', 'KNOT~*~*~*~PHMINMAXDIF', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TMAX', 'KNOT~*~*~*~PHMINMAXDIF', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('STAT', 'KNOT~*~*~*~PH_EIN', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TIME', 'KNOT~*~*~*~PH_EIN', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TMIN', 'KNOT~*~*~*~PH_EIN', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TMAX', 'KNOT~*~*~*~PH_EIN', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('STAT', 'KNOT~*~*~*~PH_MIN', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TIME', 'KNOT~*~*~*~PH_MIN', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TMIN', 'KNOT~*~*~*~PH_MIN', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TMAX', 'KNOT~*~*~*~PH_MIN', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('STAT', 'KNOT~*~*~*~PMAX_INST', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TIME', 'KNOT~*~*~*~PMAX_INST', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TMIN', 'KNOT~*~*~*~PMAX_INST', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TMAX', 'KNOT~*~*~*~PMAX_INST', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('STAT', 'KNOT~*~*~*~PMIN_INST', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TIME', 'KNOT~*~*~*~PMIN_INST', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TMIN', 'KNOT~*~*~*~PMIN_INST', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TMAX', 'KNOT~*~*~*~PMIN_INST', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('STAT', 'KNOT~*~*~*~QM', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TIME', 'KNOT~*~*~*~QM', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TMIN', 'KNOT~*~*~*~QM', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TMAX', 'KNOT~*~*~*~QM', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('STAT', 'KNOT~*~*~*~RHO', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TIME', 'KNOT~*~*~*~RHO', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TMIN', 'KNOT~*~*~*~RHO', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TMAX', 'KNOT~*~*~*~RHO', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('STAT', 'KNOT~*~*~*~T', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TIME', 'KNOT~*~*~*~T', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TMIN', 'KNOT~*~*~*~T', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TMAX', 'KNOT~*~*~*~T', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('STAT', 'KNOT~*~*~*~TTR', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TIME', 'KNOT~*~*~*~TTR', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TMIN', 'KNOT~*~*~*~TTR', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TMAX', 'KNOT~*~*~*~TTR', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('STAT', 'KNOT~*~*~*~VOLD', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TIME', 'KNOT~*~*~*~VOLD', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TMIN', 'KNOT~*~*~*~VOLD', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:55,727 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: : dfKNOT: col is not a string: ('TMAX', 'KNOT~*~*~*~VOLD', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00')) - might be a problem later on in working with nx node attributes ...
2025-05-09 13:46:56,014 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: Constructing NetworkX Graph G ok so far.
2025-05-09 13:46:56,016 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: Constructing NetworkX Graph G nodeposDct ok so far.
2025-05-09 13:46:56,016 ; PT3S                                                         ; DEBUG   ; dxWithMx._G: _Done.
2025-05-09 13:46:56,016 ; PT3S                                                         ; DEBUG   ; dxWithMx._GSig: Start.
2025-05-09 13:46:56,045 ; PT3S                                                         ; DEBUG   ; dxWithMx._GSig: Constructing NetworkX Graph GSig ok so far.
2025-05-09 13:46:56,045 ; PT3S                                                         ; DEBUG   ; dxWithMx._GSig: _Done.
2025-05-09 13:46:56,045 ; PT3S                                                         ; DEBUG   ; dxWithMx._V3_AGSN: Start.
2025-05-09 13:46:56,079 ; PT3S                                                         ; DEBUG   ; dxWithMx._V3_AGSN: dfAGSN.columns.to_list(): zugeh. Sachspalten _n angelegt: ['ZKOR_n', 'BESCHREIBUNG_n', 'KVR_n']
2025-05-09 13:46:56,080 ; PT3S                                                         ; DEBUG   ; dxWithMx._V3_AGSN: dfAGSN.columns.to_list(): zugeh. Ergspalten _n angelegt: ["('STAT', 'KNOT~*~*~*~PH', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00'))_n", "('TIME', 'KNOT~*~*~*~PH', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00'))_n", "('TMIN', 'KNOT~*~*~*~PH', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00'))_n", "('TMAX', 'KNOT~*~*~*~PH', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00'))_n", "('STAT', 'KNOT~*~*~*~H', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00'))_n", "('TIME', 'KNOT~*~*~*~H', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00'))_n", "('TMIN', 'KNOT~*~*~*~H', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00'))_n", "('TMAX', 'KNOT~*~*~*~H', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00'))_n", "('STAT', 'KNOT~*~*~*~T', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00'))_n", "('TIME', 'KNOT~*~*~*~T', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00'))_n", "('TMIN', 'KNOT~*~*~*~T', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00'))_n", "('TMAX', 'KNOT~*~*~*~T', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00'))_n", "('STAT', 'KNOT~*~*~*~RHO', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00'))_n", "('TIME', 'KNOT~*~*~*~RHO', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00'))_n", "('TMIN', 'KNOT~*~*~*~RHO', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00'))_n", "('TMAX', 'KNOT~*~*~*~RHO', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00'))_n", 'PH_n', 'T_n', 'H_n', 'RHO_n', 'mlc_n']
2025-05-09 13:46:59,946 ; PT3S                                                         ; DEBUG   ; dxWithMx._V3_AGSN: dfAGSN.columns.to_list(): zugeh. Ergspalten mlc _n angelegt: ["('STAT', 'mlc', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00'))_n", "('TIME', 'mlc', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-12 23:00:00'))_n", "('TMIN', 'mlc', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00'))_n", "('TMAX', 'mlc', Timestamp('2023-02-12 23:00:00'), Timestamp('2023-02-13 23:00:00'))_n"]
2025-05-09 13:47:00,569 ; PT3S                                                         ; DEBUG   ; dxWithMx._V3_AGSN: tuple-cols:
2025-05-09 13:47:00,569 ; PT3S                                                         ; DEBUG   ; dxWithMx._V3_AGSN: str-cols:
2025-05-09 13:47:00,570 ; PT3S                                                         ; DEBUG   ; dxWithMx._V3_AGSN: Pos
2025-05-09 13:47:00,570 ; PT3S                                                         ; DEBUG   ; dxWithMx._V3_AGSN: pk
2025-05-09 13:47:00,570 ; PT3S                                                         ; DEBUG   ; dxWithMx._V3_AGSN: tk
2025-05-09 13:47:00,570 ; PT3S                                                         ; DEBUG   ; dxWithMx._V3_AGSN: LFDNR
2025-05-09 13:47:00,570 ; PT3S                                                         ; DEBUG   ; dxWithMx._V3_AGSN: NAME
2025-05-09 13:47:00,570 ; PT3S                                                         ; DEBUG   ; dxWithMx._V3_AGSN: XL
2025-05-09 13:47:00,570 ; PT3S                                                         ; DEBUG   ; dxWithMx._V3_AGSN: compNr
2025-05-09 13:47:00,571 ; PT3S                                                         ; DEBUG   ; dxWithMx._V3_AGSN: nextNODE
2025-05-09 13:47:00,571 ; PT3S                                                         ; DEBUG   ; dxWithMx._V3_AGSN: OBJTYPE
2025-05-09 13:47:00,571 ; PT3S                                                         ; DEBUG   ; dxWithMx._V3_AGSN: OBJID
2025-05-09 13:47:00,571 ; PT3S                                                         ; DEBUG   ; dxWithMx._V3_AGSN: L
2025-05-09 13:47:00,571 ; PT3S                                                         ; DEBUG   ; dxWithMx._V3_AGSN: DN
2025-05-09 13:47:00,571 ; PT3S                                                         ; DEBUG   ; dxWithMx._V3_AGSN: Am2
2025-05-09 13:47:00,571 ; PT3S                                                         ; DEBUG   ; dxWithMx._V3_AGSN: Vm3
2025-05-09 13:47:00,571 ; PT3S                                                         ; DEBUG   ; dxWithMx._V3_AGSN: NAME_CONT
2025-05-09 13:47:00,571 ; PT3S                                                         ; DEBUG   ; dxWithMx._V3_AGSN: NAME_i
2025-05-09 13:47:00,571 ; PT3S                                                         ; DEBUG   ; dxWithMx._V3_AGSN: NAME_k
